Product_Name,Total,Selling_Price,Offer,Ratings,Description
"MOTOROLA Edge 30 (Meteor Grey, 128 GB)","₹34,999","₹24,999",28% off,4.1,8 GB RAM | 128 GB ROM 16.64 cm (6.55 inch) Full HD+ Display 50MP + 50MP + 2MP | 32MP Front Camera 4020 mAh Lithium Battery Qualcomm Snapdragon 778G Plus Processor 1 Year on Handset and 6 Months on Accessories
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)","₹33,999","₹29,999",11% off,4.2,8 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ AMOLED Display 200MP + 8MP + 2MP | 16MP Front Camera 4980 mAh Lithium Polymer Battery Mediatek Dimensity 1080 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Kechaoda K115,"₹1,469","₹1,120",23% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 6 Months
Cellecor X3,"₹1,749","₹1,101",37% off,3.5,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Domestic Warranty
Kechaoda A26,"₹1,499","₹1,049",30% off,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 1.68 cm (0.66 inch) Display 800 mAh Battery 1 Year Company Warranty
Micromax X809,"₹1,999","₹1,305",34% off,3.7,32 MB RAM | 32 MB ROM 7.11 cm (2.8 inch) Display 1MP Rear Camera 1000 mAh Battery 1 Year Warranty
Kechaoda K66 The Music House 4,"₹1,999","₹1,220",38% off,3.9,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 1.3MP Rear Camera 400 mAh Battery 1 Year Brand Service Center Warranty
Cellecor X3,"₹1,749",₹978,44% off,3.5,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Domestic Warranty
"realme GT 2 (Paper White, 128 GB)","₹39,999","₹24,999",37% off,4.3,8 GB RAM | 128 GB ROM 16.81 cm (6.62 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Ion Battery Qualcomm Snapdragon 888 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme C30s (Stripe Blue, 32 GB)","₹9,999","₹6,999",30% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc SC9863A/ Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
itel MagicX 4G,"₹2,899","₹2,244",22% off,4,48 MB RAM | 128 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1200 mAh Battery 12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
"itel A23S (Sky Black, 32 GB)","₹5,999","₹4,699",21% off,3.7,"2 GB RAM | 32 GB ROM 12.7 cm (5 inch) Display 2MP Rear Camera 3020 mAh Battery One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories."
LAVA 34 Ultra,"₹1,949","₹1,540",20% off,4.1,24 MB RAM | 32 MB ROM | Expandable Upto 64 GB 6.1 cm (2.4 inch) Display 0.8MP Rear Camera 2575 mAh Li-ion Battery 1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box
KARBONN Y1,"₹1,190",₹998,16% off,3.8,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 800 mAh Battery 1 Year Brand Warranty
Kechaoda K115,"₹1,469","₹1,120",23% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 6 Months
Cellecor X3,"₹1,749","₹1,101",37% off,3.5,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Domestic Warranty
Cellecor X3,"₹1,749",₹978,44% off,3.5,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Domestic Warranty
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)","₹33,999","₹29,999",11% off,4.2,8 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ AMOLED Display 200MP + 8MP + 2MP | 16MP Front Camera 4980 mAh Lithium Polymer Battery Mediatek Dimensity 1080 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Kechaoda K55 Pro,"₹1,599","₹1,170",26% off,3.8,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 1.3MP Rear Camera 400 mAh Battery 1 Year Brand Service Center Warranty
Kechaoda K66 The Music House 4,"₹1,999","₹1,220",38% off,3.9,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 1.3MP Rear Camera 400 mAh Battery 1 Year Brand Service Center Warranty
"itel A23S (Sky Black, 32 GB)","₹5,999","₹4,699",21% off,3.7,"2 GB RAM | 32 GB ROM 12.7 cm (5 inch) Display 2MP Rear Camera 3020 mAh Battery One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories."
Micromax S115,"₹1,599",₹919,42% off,3.8,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1000 mAh Battery 1 Year Manufacturer Warranty
"realme 10 Pro+ 5G (Dark Matter, 128 GB)","₹27,999","₹23,999",14% off,4.4,8 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Full HD+ Display 108MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Battery Mediatek Dimensity 1080 5G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","₹25,999","₹22,999",11% off,4.4,6 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Full HD+ Display 108MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Battery Mediatek Dimensity 1080 5G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme 10 Pro+ 5G (Dark Matter, 128 GB)","₹25,999","₹22,999",11% off,4.4,6 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Full HD+ Display 108MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Battery Mediatek Dimensity 1080 5G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
itel MagicX 4G,"₹2,899","₹2,244",22% off,4,48 MB RAM | 128 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1200 mAh Battery 12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
Kechaoda K115,"₹1,599","₹1,120",29% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 6 Months
"Infinix Hot 20 5G (Space Blue, 128 GB)","₹19,999","₹13,499",32% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) Full HD+ Display 50MP + AI Lens | 8MP Front Camera 5000 mAh Li-ion Polymer Battery Dimensity 810 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Zero 5G 2023 TURBO (Coral Orange, 256 GB)","₹24,999","₹16,999",32% off,4,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB 17.22 cm (6.78 inch) Full HD+ Display 50MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Dimensity 1080 Processor 1 Year on Handset and 6 Months on Accessories
LAVA LF9000,"₹2,099","₹1,689",19% off,4.2,20 MB RAM | 20 MB ROM 7.11 cm (2.8 inch) Display 2575 mAh Battery 1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
"Infinix Zero 20 (Green Fantasy, 128 GB)","₹24,999","₹15,999",36% off,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB 17.02 cm (6.7 inch) Full HD+ Display 108MP + 13MP + 2MP | 60 MP with OIS 4500 mAh Lithium-ion Polymer Battery Mediatek G99 Processor 1 Year on Handset and 6 Months on Accessories
"MOTOROLA Edge 30 (Aurora Green, 128 GB)","₹34,999","₹24,999",28% off,4.1,8 GB RAM | 128 GB ROM 16.64 cm (6.55 inch) Full HD+ Display 50MP + 50MP + 2MP | 32MP Front Camera 4020 mAh Lithium Battery Qualcomm Snapdragon 778G Plus Processor 1 Year on Handset and 6 Months on Accessories
Micromax X809,"₹1,999","₹1,315",34% off,3.7,32 MB RAM | 32 MB ROM 7.11 cm (2.8 inch) Display 1MP Rear Camera 1000 mAh Battery 1 Year Warranty
Kechaoda K10,"₹1,277","₹1,090",14% off,3.9,32 MB RAM | 32 MB ROM 1.68 cm (0.66 inch) NA Display 300 mAh Battery 1 Year Manufacturer Warranty
Nokia 110 4G,"₹3,499","₹2,999",14% off,3.9,128 MB RAM | 48 MB ROM 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 1020 mAh Battery Brand Warranty of 1 Year Available for Mobile
GFive C3 Card,"₹1,999",₹999,50% off,3.7,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 Year Manufacturer warranty.
KARBONN KX3,"₹1,290","₹1,199",7% off,3.9,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 800 mAh Battery 1 Year Brand Warranty
Kechaoda K33,"₹1,499","₹1,150",23% off,4,32 MB RAM | 32 MB ROM 3.56 cm (1.4 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 Year Warranty
I Kall K3310,₹999,₹744,25% off,3.6,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year warranty for device and 6 Months for box accessories
"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)","₹24,999","₹15,985",36% off,4.2,6 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 50MP Rear Camera 6000 mAh Battery 1 Year Warranty
Snexian GURU 310,"₹1,499",₹699,53% off,3.3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) NA Display 1.3MP Rear Camera 1000 mAh Battery 1 Year Warranty
itel MagicX 4G,"₹2,899","₹2,249",22% off,4,48 MB RAM | 128 MB ROM 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1200 mAh Battery 12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
Kechaoda K10,"₹1,200","₹1,090",9% off,3.9,32 MB RAM | 32 MB ROM 1.68 cm (0.66 inch) NA Display 300 mAh Battery 1 Year Manufacturer Warranty
"Nothing Phone (2) (Dark Grey, 512 GB)","₹59,999","₹54,999",8% off,4.5,12 GB RAM | 512 GB ROM 17.02 cm (6.7 inch) Full HD+ Display 50 MP(OIS) +50MP | 32MP Front Camera 4700 mAh Lithium ion Battery Qualcomm Snapdragon 8+ Gen 1 Processor LTPO AMOLED (1 Hz - 120 Hz) 1 Year Manufacturing Warranty
Kechaoda A20,N/A,₹999,N/A,3.7,512 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Brand Warranty
Snexian Rock,"₹1,999","₹1,499",25% off,4,32 MB RAM | 32 MB ROM 4.32 cm (1.7 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 Year
"OPPO A17 (Midnight Black, 64 GB)","₹14,999","₹12,499",16% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 16.66 cm (6.56 inch) HD+ Display 50MP + 0.3MP + 0.3MP | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"realme C30s (Stripe Black, 32 GB)","₹9,999","₹6,999",30% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc SC9863A/ Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
Nokia 105DS PLUS,"₹1,899","₹1,565",17% off,4.1,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) QVGA Display 0MP Front Camera 800 mAh Battery SC6531E Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase
LAVA A5,"₹1,598","₹1,449",9% off,4.1,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"POCO F5 5G (Carbon Black, 256 GB)","₹34,999","₹29,999",14% off,4.2,8 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ Display 64MP (OIS) + 8MP + 2MP | 16MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor 2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Jmax J32,"₹1,399",₹699,50% off,3.7,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 2MP Rear Camera 1050 mAh Battery 1 Year Domestic Warranty
Nokia 105 TA-1416 DS,N/A,"₹1,599",N/A,4.1,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) QVGA Display 0MP Front Camera 800 mAh Lithium Ion Battery SC6531E Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase
"SAMSUNG Galaxy M33 5G (Emerald Brown, 128 GB)","₹25,999","₹17,687",31% off,4.2,8 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 50MP Rear Camera 6000 mAh Battery 12 Months Warranty
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)","₹29,999","₹24,999",16% off,4.2,8 GB RAM | 128 GB ROM 16.94 cm (6.67 inch) Full HD+ AMOLED Display 50MP (OIS) + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Dimensity 1080 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
itel Power200,"₹1,749","₹1,399",20% off,4.1,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 2500 mAh Battery 1 Year Warranty for device 6 months for accessories
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","₹18,490","₹14,990",18% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP | 13MP Front Camera 6000 mAh Battery Exynos 1330, Octa Core Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
LAVA A5,"₹1,649","₹1,575",4% off,4.1,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
Nokia 110 DS,"₹2,099","₹1,765",15% off,4,4 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1MP Rear Camera 800 mAh Battery 1 Year
Eunity Radium,₹999,₹643,35% off,3.3,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB 4.5 cm (1.77 inch) HVGA Display 0.3MP Rear Camera 1000 mAh Battery 7 Day Replacement Warranty
"Nothing Phone (2) (Dark Grey, 256 GB)","₹54,999","₹49,999",9% off,4.5,12 GB RAM | 256 GB ROM 17.02 cm (6.7 inch) Full HD+ Display 50 MP(OIS) +50MP | 32MP Front Camera 4700 mAh Lithium ion Battery Qualcomm Snapdragon 8+ Gen 1 Processor LTPO AMOLED (1 Hz - 120 Hz) 1 Year Manufacturing Warranty
LAVA LF9000,"₹2,099","₹1,689",19% off,4.2,20 MB RAM | 20 MB ROM 7.11 cm (2.8 inch) Display 2575 mAh Battery 1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
MarQ by Flipkart M70 Shakti,N/A,"₹1,599",N/A,3.9,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 3000 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)","₹74,999","₹49,999",33% off,4.3,12 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ Display 200MP + 50MP + 12MP | 60MP Front Camera 4610 mAh Lithium Battery Qualcomm Snapdragon 8+ Gen 1 Processor 1 Year on Handset and 6 Months on Accessories
MarQ by Flipkart M70 Shakti,N/A,"₹1,599",N/A,3.9,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 3000 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"REDMI 10 (Midnight Black, 128 GB)","₹16,999","₹10,999",35% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.02 cm (6.7 inch) HD+ Display 50MP + 2MP | 5MP Front Camera 6000 mAh Lithium Polymer Battery Qualcomm Snapdragon 680 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"APPLE iPhone 14 Plus (Purple, 128 GB)","₹89,900","₹79,999",11% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A15 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)","₹74,999","₹49,999",33% off,4.3,12 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ Display 200MP + 50MP + 12MP | 60MP Front Camera 4610 mAh Lithium Battery Qualcomm Snapdragon 8+ Gen 1 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Zero 20 (DEEP GRAY, 128 GB)","₹24,999","₹15,999",36% off,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB 17.02 cm (6.7 inch) Full HD+ Display 108MP + 13MP + 2MP | 60 MP with OIS 4500 mAh Lithium-ion Polymer Battery Mediatek G99 Processor 1 Year on Handset and 6 Months on Accessories
Kechaoda K28,"₹1,999","₹1,299",35% off,4.1,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1700 mAh Battery 1 Year Manufacturer Warranty
"APPLE iPhone 11 (White, 128 GB)","₹48,900","₹44,999",7% off,4.6,128 GB ROM 15.49 cm (6.1 inch) Liquid Retina HD Display 12MP + 12MP | 12MP Front Camera A13 Bionic Chip Processor Brand Warranty of 1 Year
"OPPO A17 (Sunlight Orange, 64 GB)","₹14,999","₹12,499",16% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 16.66 cm (6.56 inch) HD+ Display 50MP + 0.3MP + 0.3MP | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
Eunity Radium,₹999,₹643,35% off,3.3,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 1000 mAh Battery 7 Day Replacement
Nokia 110,"₹2,199","₹2,049",6% off,4.1,4 MB RAM | 4 MB ROM 4.5 cm (1.77 inch) Quarter QVGA Display 0.08MP Rear Camera 800 mAh Lithium Ion Battery Unisoc 6531E Processor 1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase
Kechaoda K28,"₹1,499","₹1,299",13% off,4.1,32 MB RAM | 64 MB ROM 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1700 mAh Battery 1 Year Manufacturer Warranty
Jmax J32,"₹1,399",₹699,50% off,3.7,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 2MP Rear Camera 1050 mAh Battery 1 Year Domestic Warranty
"realme Narzo 50 (Speed Blue, 128 GB)","₹17,999","₹12,999",27% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio G96 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI Note 11 (Horizon Blue, 64 GB)","₹17,999","₹12,790",28% off,4.2,4 GB RAM | 64 GB ROM 16.33 cm (6.43 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Warranty
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","₹36,999","₹32,999",10% off,4.2,12 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ AMOLED Display 200MP + 8MP + 2MP | 16MP Front Camera 4980 mAh Lithium Polymer Battery Mediatek Dimensity 1080 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)","₹21,999","₹16,999",22% off,4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB 17.02 cm (6.7 inch) Full HD+ AMOLED Display 108MP + 2MP Depth Lens + AI lens | 16MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Helio G99 Processor 1 Year on Handset and 6 Months on Accessories
Kechaoda K115,"₹1,415","₹1,114",21% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 6 Months
"APPLE iPhone 14 Plus (Starlight, 128 GB)","₹89,900","₹79,999",11% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A15 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹89,900","₹79,999",11% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A15 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
Micromax S114,"₹1,799",₹919,48% off,3.7,32 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.08MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
"POCO F1 (Steel Blue, 64 GB)","₹21,999","₹12,299",44% off,4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.7 cm (6.18 inch) Full HD+ Display 12MP + 5MP | 20MP Front Camera 4000 mAh Li-polymer Battery Qualcomm Snapdragon 845 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme Narzo 50 (Speed Blue, 128 GB)","₹17,999","₹12,999",27% off,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio G96 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
Nokia 110,"₹2,199","₹2,049",6% off,4.1,4 MB RAM | 4 MB ROM 4.5 cm (1.77 inch) Quarter QVGA Display 0.08MP Rear Camera 800 mAh Lithium Ion Battery Unisoc 6531E Processor 1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase
Micromax S114,"₹1,799",₹919,48% off,3.7,32 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.08MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty
"OnePlus 10R (Sierra Black, 128 GB)","₹38,999","₹28,399",27% off,4.3,8 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹89,900","₹79,999",11% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A15 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"APPLE iPhone 11 (White, 128 GB)","₹48,900","₹44,999",7% off,4.6,128 GB ROM 15.49 cm (6.1 inch) Liquid Retina HD Display 12MP + 12MP | 12MP Front Camera A13 Bionic Chip Processor Brand Warranty of 1 Year
"REDMI 10 (Midnight Black, 128 GB)","₹16,999","₹10,999",35% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.02 cm (6.7 inch) HD+ Display 50MP + 2MP | 5MP Front Camera 6000 mAh Lithium Polymer Battery Qualcomm Snapdragon 680 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,N/A,"₹1,750",N/A,4.1,32 MB RAM | 1.30 GB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 12 months warranty against manufacturing defects
Kechaoda K28,"₹1,499","₹1,280",14% off,4.1,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 1700 mAh Battery 1 Year Manufacturer Warranty
"OPPO A77s (Sunset Orange, 128 GB)","₹22,999","₹16,499",28% off,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.66 cm (6.56 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Qualcomm Snapdragon 680 Processor 1 Year on Handset and 6 Months on Accessories
"Tecno Pova 3 (Eco Black, 64 GB)","₹14,999","₹10,849",27% off,4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.53 cm (6.9 inch) Full HD+ Display 50MP + 2MP + 2MP | 8MP Front Camera 7000 mAh Battery MediaTek Helio G88 Processor One Year Warranty for Handset, 6 Months for Accessories"
"POCO F1 (Steel Blue, 64 GB)","₹21,999","₹12,299",44% off,4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.7 cm (6.18 inch) Full HD+ Display 12MP + 5MP | 20MP Front Camera 4000 mAh Li-polymer Battery Qualcomm Snapdragon 845 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"REDMI 10 (Caribbean Green, 64 GB)","₹14,999","₹10,199",32% off,4.3,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 6000 mAh Battery 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"vivo Y22 (Starlit Blue, 128 GB)","₹18,999","₹14,499",23% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.64 cm (6.55 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Battery Mediatek Helio G70 Processor 1 Year of Device & 6 Months for In-Box Accessories
"vivo Y22 (Metaverse Green, 64 GB)","₹17,990","₹14,499",19% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.64 cm (6.55 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Battery Mediatek Helio G70 Processor 1 Year of Device & 6 Months for In-Box Accessories
